ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1357312	0.000232552719013429	5.17727115963875e-07	8.93303476597458	6.64875998010184	0.436855238546841	Mcl1	BCL2 family apoptosis regulator
ILMN_1368083	0.000232552719013429	5.21613575357224e-07	8.92727768733316	6.64162301430002	1.16765332143041	Tpbg	trophoblast glycoprotein
ILMN_1650898	0.000233535647823722	5.59385013845044e-07	8.8735920067993	6.57487267778537	0.521002516991346	Man1a2	mannosidase, alpha, class 1A, member 2
ILMN_1368460	0.000233535647823722	5.8849134690244e-07	8.83478798537686	6.5264031930236	0.476152103886008		
ILMN_1372033	0.000233535647823722	5.98794061128716e-07	-8.82153945699085	6.50981178430585	-0.75753623630276	Matk	megakaryocyte-associated tyrosine kinase
ILMN_1353101	0.000233535647823722	6.21095659366981e-07	-8.79367262519172	6.47484211720256	-0.419787775100625	Ano4	anoctamin 4
ILMN_1349847	0.000233535647823722	6.58922383487904e-07	8.74875387581845	6.41826973802566	0.391868261983969	Ube2q1	ubiquitin conjugating enzyme E2 Q1
ILMN_1370145	0.000233535647823722	6.77487162605358e-07	-8.72770094993682	6.39166771072171	-0.332269643006817	Mterf2	mitochondrial transcription termination factor 2
ILMN_1358762	0.000233535647823722	6.7878548095204e-07	-8.72625162982638	6.38983432896732	-0.490251355579078	Pik3ip1	phosphoinositide-3-kinase interacting protein 1
ILMN_1350007	0.000233535647823722	6.88697600650729e-07	8.71528283518414	6.3759502858105	0.41983094132029	Dnajb11	DnaJ heat shock protein family (Hsp40) member B11
ILMN_1367507	0.000233535647823722	6.95914410001489e-07	-8.70740169919187	6.36596516425061	-0.462043071287931		
ILMN_1352255	0.000233535647823722	7.02601181576602e-07	8.70017652231754	6.35680423346385	0.44153693616388	Abhd17c	abhydrolase domain containing 17C
ILMN_1360648	0.000233535647823722	7.28122464766566e-07	8.67325657898081	6.32261387645568	0.594204822845493	Trmt61a	tRNA methyltransferase 61A
ILMN_1353485	0.000233535647823722	7.33345585689445e-07	8.66787087822269	6.31576262149381	0.496383175182941	Stac3	SH3 and cysteine rich domain 3
ILMN_1355328	0.000233699846143299	7.51334084797149e-07	8.64962951826152	6.29253011243283	1.04418385432919	Dusp14	dual specificity phosphatase 14
ILMN_1360553	0.000247655423776715	8.26852019952783e-07	8.57780515700704	6.20064195025623	0.552521038767708		
ILMN_1362985	0.000247655423776715	8.38603698847546e-07	-8.56725802158935	6.18709307244328	-0.557518616469512	Marcksl1	MARCKS-like 1
ILMN_1366714	0.000247655423776715	8.51749494858234e-07	8.55564412916445	6.1721573552453	0.598980100066068	Pdcd11	programmed cell death 11
ILMN_1349827	0.000262395980864867	9.22064381356917e-07	8.49659052216332	6.09594516470863	1.07455529949162	Pdp1	pyruvate dehyrogenase phosphatase catalytic subunit 1
ILMN_1359200	0.000264775319223198	9.50221706371103e-07	8.47427244936678	6.06702537545989	2.76081331255647	Timp1	TIMP metallopeptidase inhibitor 1
ILMN_1361429	0.000275629923306944	1.00978439192825e-06	8.42929102730848	6.00854252840167	0.375434993843974	Arih1	ariadne RBR E3 ubiquitin protein ligase 1
ILMN_1374127	0.00027626590046418	1.05247144599293e-06	-8.39875408427842	5.96869005060469	-0.435674995637719		
ILMN_1367489	0.00027626590046418	1.05342511578865e-06	-8.39808696538694	5.96781806702251	-0.545223437921633	Cntn2	contactin 2
ILMN_1357008	0.000277449905401044	1.07868374436294e-06	-8.38064749731195	5.94500254985337	-0.850541519570791	Fn3k	fructosamine 3 kinase
ILMN_1350548	0.000277690979010551	1.11778135227154e-06	-8.35449036791825	5.91070753441904	-0.442742086859386	Neurl2	neuralized E3 ubiquitin protein ligase 2
ILMN_1370619	0.000277690979010551	1.14368840782761e-06	8.33768757255653	5.88862990719625	1.4235429673136	Inhba	inhibin beta A subunit
ILMN_1357427	0.000277690979010551	1.1634462469378e-06	8.32514238738991	5.8721223331754	1.0004320304233	Gapdhs	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
ILMN_1376694	0.000277690979010551	1.18218777446375e-06	8.31344977344525	5.85671801424205	0.800342252623247	Crem	cAMP responsive element modulator
ILMN_1358770	0.000277690979010551	1.18343071428796e-06	-8.31268128805004	5.85570495171288	-0.525217220515756	Phf1	PHD finger protein 1
ILMN_1349152	0.000295382434753241	1.28091074509817e-06	8.25493790452725	5.77936178561956	0.646606629316014		
ILMN_1355784	0.000318223307947276	1.4037514144964e-06	8.18848035785342	5.69095183725568	0.618577497709805	Sv2c	synaptic vesicle glycoprotein 2c
ILMN_1364908	0.000319402991074709	1.43568974188823e-06	8.17221098781711	5.66921894299114	0.860443632899669	Pmepa1	prostate transmembrane protein, androgen induced 1
ILMN_1373530	0.000319402991074709	1.45671644527531e-06	8.16170827091414	5.65517050813926	0.595722624177831	Creld2	cysteine-rich with EGF-like domains 2
ILMN_1349269	0.000319459078769139	1.48085703803265e-06	-8.14984674119419	5.63928683123081	-1.16094002392681	Sgk1	serum/glucocorticoid regulated kinase 1
ILMN_1651025	0.000392606989029748	1.87465449492257e-06	7.98097181497178	5.41109950420927	0.470974383487723	Slc25a17	solute carrier family 25 member 17
ILMN_1349675	0.000392606989029748	1.87864278862833e-06	-7.97946074387978	5.40904033545703	-0.375048711915694	Nprl2	NPR2-like, GATOR1 complex subunit
ILMN_1350385	0.000394559233519356	1.94168154051682e-06	-7.95601862727629	5.37705554298954	-0.374987877671025	Tmem150a	transmembrane protein 150A
ILMN_1364837	0.000394559233519356	1.96734573073304e-06	7.94670517787157	5.36432738897302	0.343507284371615	Fbxl3	F-box and leucine-rich repeat protein 3
ILMN_1376625	0.000394559233519356	1.98646708973321e-06	7.93984946027003	5.35495053086888	0.462241839791883	Hsp90b1	heat shock protein 90 beta family member 1
ILMN_1362443	0.000394559233519356	2.02147889542839e-06	7.92747587966383	5.33801044798716	0.878116440449276		
ILMN_1353641	0.000394559233519356	2.03548314862322e-06	7.92259010326731	5.33131581476498	0.468866271208055	Xpo1	exportin 1
ILMN_1373017	0.000400271633112564	2.09487957516856e-06	7.90225675980641	5.30341947930523	0.422950318422831	Xbp1	X-box binding protein 1
ILMN_1650784	0.000405389025459617	2.15279737224524e-06	7.88300978641254	5.27696152997702	0.599112980428238	Gadd45a	growth arrest and DNA-damage-inducible, alpha
ILMN_1361132	0.000405389025459617	2.18228110901625e-06	-7.87342165599192	5.26376223643192	-0.660220002786698	Map2k6	mitogen-activated protein kinase kinase 6
ILMN_1357975	0.000443656032339554	2.42144974660093e-06	7.8003756084941	5.16279060522817	0.821306880224431	Dnajb5	DnaJ heat shock protein family (Hsp40) member B5
ILMN_1349037	0.000450031560604546	2.48989424184945e-06	7.78087431147712	5.13570967266894	0.367411820435957	Max	MYC associated factor X
ILMN_1365786	0.000467437824984639	2.62129413669379e-06	7.74497893705236	5.08572528963267	0.364288437339808	Nars2	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)
ILMN_1374840	0.000467437824984639	2.65609530458561e-06	7.73579108037088	5.07290249867922	1.31911813779151	Dmkn	dermokine
ILMN_1371020	0.00047022095910067	2.70706645613096e-06	7.72256187684124	5.05441893914667	0.394669508321649	Dusp11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)
ILMN_1369235	0.000490277260764937	2.85918701604972e-06	-7.68459549916023	5.00123808551016	-0.565572705715963	Cirbp	cold inducible RNA binding protein
ILMN_1371619	0.000499402139017989	2.97993422487461e-06	7.65595240980172	4.96098383719162	0.372510397334905	Klhl29	kelch-like family member 29
ILMN_1362189	0.000499402139017989	2.98707821468703e-06	7.65429645220956	4.95865309719948	1.08741611135406	Klf10	Kruppel-like factor 10
ILMN_1352314	0.000527068961681059	3.19196903896567e-06	-7.60850941264331	4.89405652646059	-0.559369005312019		
ILMN_1370029	0.000529008668062162	3.30728099827911e-06	7.58409014461219	4.85948561068114	0.983856632101393		
ILMN_2039706	0.000529008668062162	3.31256474486763e-06	7.58299292097453	4.85793028100612	0.576061777712106	Bzw1	basic leucine zipper and W2 domains 1
ILMN_1371247	0.000529008668062162	3.33469906829624e-06	-7.57841656039347	4.85144140272691	-0.399188965424878	Exoc7	exocyst complex component 7
ILMN_1363753	0.000529008668062162	3.36192424562869e-06	-7.57283155891542	4.84351837229676	-0.635240339490099	Nr1d1	nuclear receptor subfamily 1, group D, member 1
ILMN_1370153	0.000545639890571334	3.50841350199138e-06	7.54357989853204	4.8019495152633	0.737831035719317		
ILMN_1353247	0.000548883221651821	3.58946490728805e-06	7.52794584525963	4.77968289620028	0.40019855557922	Elovl2	ELOVL fatty acid elongase 2
ILMN_1370709	0.000548883221651821	3.64931818987282e-06	7.51663875465624	4.76355741505175	0.514536603580884	Mgst2	microsomal glutathione S-transferase 2
ILMN_1355292	0.000548883221651821	3.65238181136539e-06	-7.51606528789754	4.76273909088252	-0.434485084299962	Rnf31	ring finger protein 31
ILMN_1371686	0.000551456732285145	3.71073689014303e-06	7.50523822951563	4.74728040345612	0.382433881584602	Vegfa	vascular endothelial growth factor A
ILMN_1360861	0.00056790825802114	3.89950955364887e-06	7.47140985833007	4.69887401210858	0.314603034533262	Zfp532	zinc finger protein 532
ILMN_1375780	0.00056790825802114	3.90635960657532e-06	7.47021512431889	4.69716145613342	0.532169649893371		
ILMN_1352957	0.000570699354289768	3.99708787519892e-06	7.45459696483536	4.67475545407162	0.871013782762054	Reln	reelin
ILMN_1357577	0.000570699354289768	4.01089639650379e-06	-7.45225287651109	4.67138960999517	-0.409629347968112	Arhgef39	Rho guanine nucleotide exchange factor 39
ILMN_1373831	0.000606373357870098	4.34097188736162e-06	7.39862873225732	4.59417818742121	0.460817837895761	Cstf3	cleavage stimulation factor subunit 3
ILMN_1349135	0.000606373357870098	4.35228727891809e-06	-7.39686773797663	4.59163565665861	-0.309044490521313	Uckl1	uridine-cytidine kinase 1-like 1
ILMN_1371400	0.000618537300743321	4.51283331691718e-06	7.37239159173408	4.55625110979824	1.25361740924452	Tac1	tachykinin, precursor 1
ILMN_1359316	0.000618537300743321	4.53208639049312e-06	7.36951839202014	4.55209179088136	0.273543604802445	Nipa2	non imprinted in Prader-Willi/Angelman syndrome 2
ILMN_1350180	0.000623947769351754	4.61837975071579e-06	7.35679726841235	4.53366219244183	0.531834134252346	Emp1	epithelial membrane protein 1
ILMN_1371437	0.000656460374125076	4.90811494672954e-06	7.3158544719106	4.47418960217973	0.496585721146584	Luc7l	LUC7-like
ILMN_1364569	0.000656949220509089	5.00793277564231e-06	7.30233866769973	4.45450412415409	0.709233115048384	Cd24	CD24 molecule
ILMN_1349422	0.000656949220509089	5.01000527042446e-06	7.30206107056424	4.45409953527486	0.77819033021199	Ptgs2	prostaglandin-endoperoxide synthase 2
ILMN_1351859	0.000658572010864716	5.19189190979104e-06	-7.27816020631223	4.4192233123689	-0.629606949509077	Gipc2	GIPC PDZ domain containing family, member 2
ILMN_1367660	0.000658572010864716	5.22202005664292e-06	-7.27428684339703	4.41356356035294	-0.347928295394811	Rfc3	replication factor C subunit 3
ILMN_1363295	0.000658572010864716	5.22934527094806e-06	-7.27334866406084	4.4121923696628	-0.619693313970041	Tceal1	transcription elongation factor A like 1
ILMN_1351935	0.000658572010864716	5.25020666753067e-06	7.27068443012247	4.4082977836672	0.284348738923732	Mkln1	muskelin 1
ILMN_1360063	0.000658572010864716	5.26857608691772e-06	7.26834770310099	4.4048811081431	0.411072080745121	Wbscr22	Williams Beuren syndrome chromosome region 22
ILMN_1374149	0.000664803752640303	5.36813497459085e-06	-7.25583113842215	4.38656647924813	-0.255626599737798	Surf1	surfeit 1
ILMN_1363623	0.000686527326989502	5.5948769078023e-06	-7.22821817440315	4.34608254546981	-0.314415650937185		
ILMN_1354356	0.000727657574150988	6.03277351848752e-06	-7.17809026564186	4.27230784765574	-0.331995224682684	Ndp	NDP, norrin cystine knot growth factor
ILMN_1367710	0.000727657574150988	6.03887781164558e-06	-7.17741897112066	4.27131741963691	-0.383345147964008	Fibp	FGF1 intracellular binding protein
ILMN_1376901	0.000765165806568014	6.40736974471907e-06	7.13817132467942	4.21329799631034	0.560765157383672	Tspan5	tetraspanin 5
ILMN_1367225	0.000774531030545771	6.58751623766239e-06	7.11984392209348	4.18612827423873	0.439680006134692	Vhl	von Hippel-Lindau tumor suppressor
ILMN_1370585	0.000774531030545771	6.60161027904433e-06	7.1184324573509	4.18403380576125	0.331912160556003	Manf	mesencephalic astrocyte-derived neurotrophic factor
ILMN_1358741	0.000775465609905401	6.66755477675672e-06	7.11187040547586	4.17429259602662	0.941364264467008	Wfs1	wolframin ER transmembrane glycoprotein
ILMN_1352504	0.000791393510051103	6.87066949945623e-06	-7.09208157453693	4.14487865719317	-0.420596085469239		
ILMN_1353578	0.000791393510051103	6.92284416269003e-06	-7.0870981138769	4.1374623103869	-0.365180594944926	Omg	oligodendrocyte-myelin glycoprotein
ILMN_1353930	0.000817058453813773	7.20844093831964e-06	-7.0605041034591	4.09782419263468	-0.37979844568889	Fam69a	family with sequence similarity 69, member A
ILMN_1359139	0.000827087007698601	7.35875543298195e-06	7.04695090079736	4.07758363577904	0.41559870958084	Slc38a2	solute carrier family 38, member 2
ILMN_1348956	0.000840065159798269	7.53703320940503e-06	7.0312505814071	4.05410304821845	0.848241469423341	Fn1	fibronectin 1
ILMN_1361919	0.000864530009405308	7.82116868321812e-06	-7.00702126130022	4.01779630199051	-0.343332552556382	Alad	aminolevulinate dehydratase
ILMN_1368190	0.000883424401584526	8.08161752186887e-06	6.98561501818644	3.98564843879586	0.567962356470956	Kcns2	potassium voltage-gated channel, modifier subfamily S, member 2
ILMN_1373039	0.000883424401584526	8.23942491401095e-06	-6.97299649282436	3.96666654552646	-0.347487077511374		
ILMN_1357605	0.000883424401584526	8.24098105597713e-06	6.97287333600091	3.96648116734752	0.567216748694371		
ILMN_1364906	0.000883424401584526	8.25630281854697e-06	6.9716620447004	3.96465778845542	0.681719409649498	Gjb6	gap junction protein, beta 6
ILMN_1368346	0.000903417464329861	8.51069910321963e-06	6.95189015804659	3.9348644164391	0.529772828540251	Ago2	argonaute 2, RISC catalytic component
ILMN_1366066	0.000950605407600853	9.02630929086417e-06	6.91366360919387	3.87709996783416	0.661544795844574	Atg16l1	autophagy related 16-like 1
ILMN_1363702	0.00100168727023743	9.58624079180489e-06	-6.87467934287603	3.8179694511075	-0.393895448012243	Hopx	HOP homeobox
ILMN_1376823	0.00102947427752507	9.9511444201307e-06	6.85054636101035	3.78125299198983	0.553581398561465	Lox	lysyl oxidase
ILMN_1372311	0.00102947427752507	1.00061051273464e-05	-6.84699263676047	3.77583903035058	-0.348481541949797	Hscb	HscB mitochondrial iron-sulfur cluster co-chaperone
ILMN_1354551	0.00104467735036153	1.02442191629669e-05	-6.83183072302968	3.752719528918	-0.318285644522237		
ILMN_1362369	0.00104467735036153	1.03100867474932e-05	6.82770223790659	3.74641837631341	0.290479097912679	Ogfod1	2-oxoglutarate and iron-dependent oxygenase domain containing 1
ILMN_1376682	0.00104627174791652	1.04040480353568e-05	6.82186080964772	3.73749852775268	0.381831101862376	Tbc1d14	TBC1 domain family, member 14
ILMN_1351117	0.00105786132320729	1.05983863409179e-05	6.80995378523261	3.71930093695227	0.429566345228654	Ctsl	cathepsin L
ILMN_1369508	0.00113229819720725	1.15118393320028e-05	6.75691078694347	3.6379805397916	0.78555664791005	Amhr2	anti-Mullerian hormone receptor type 2
ILMN_1358797	0.00113229819720725	1.15134620426307e-05	-6.75682056107165	3.63784185988195	-0.429757680408005		
ILMN_1367383	0.00116225561985551	1.1904973451978e-05	6.73543497631356	3.60493758679319	1.55298933307562	Hcrtr1	hypocretin receptor 1
ILMN_1360323	0.00118007831947173	1.22047493462004e-05	6.71955590579209	3.58046194339007	0.482162350726		
ILMN_1371536	0.00118007831947173	1.22639915070333e-05	6.71646657664467	3.57569578097653	0.567707763145818	Kcna5	potassium voltage-gated channel subfamily A member 5
ILMN_1364498	0.0011889825391751	1.24454247091226e-05	-6.70710231276121	3.56124012071449	-0.274832410827994	Cdk5	cyclin-dependent kinase 5
ILMN_1359521	0.0011899624753268	1.25446511417629e-05	-6.702041685153	3.55342259585196	-0.491653132828352	Fzd8	frizzled class receptor 8
ILMN_1353558	0.00119158089088656	1.26508027294124e-05	6.69667440167404	3.54512720880539	0.555519897777328	Pdia3	protein disulfide isomerase family A, member 3
ILMN_1364414	0.00125656707965807	1.34346984965312e-05	6.658451469632	3.48592832632526	0.95353767614256	Vgf	VGF nerve growth factor inducible
ILMN_1360816	0.00127113431300175	1.36854834446543e-05	-6.64671807572712	3.46771239470985	-0.379613228812163	Rbm11	RNA binding motif protein 11
ILMN_1350146	0.00138115331302511	1.49732508701788e-05	6.58983331644257	3.37910962636506	0.516057351221935		
ILMN_1370862	0.00139977462096077	1.52965873042968e-05	6.57636002457475	3.35805337076294	0.412089187001528	Upp1	uridine phosphorylase 1
ILMN_1375039	0.00139977462096077	1.54349275802813e-05	6.57068688057127	3.34917921800393	0.43282760728134	Rcan2	regulator of calcineurin 2
ILMN_1649980	0.00139977462096077	1.5489094871192e-05	6.56848014088086	3.34572605591294	0.675158130087352	Dusp26	dual specificity phosphatase 26 (putative)
ILMN_1357437	0.00142743984046441	1.59019466339586e-05	6.55192344222778	3.31979459344706	0.436296840405614	Kif23	kinesin family member 23
ILMN_1350200	0.0014306962817629	1.60451919450045e-05	-6.54628448659733	3.31095342099611	-0.415715555103608		
ILMN_1356932	0.00144001316008985	1.63429554890683e-05	-6.53473067869713	3.2928237136614	-0.639791252994037	Arhgef25	Rho guanine nucleotide exchange factor 25
ILMN_1372688	0.00144001316008985	1.63650093707407e-05	-6.53388378587526	3.29149402603816	-0.371659489588961	Rnf145	ring finger protein 145
ILMN_1359436	0.00151321204864075	1.73347651920325e-05	-6.49778727571134	3.23472035082289	-0.272377680466083	Pex14	peroxisomal biogenesis factor 14
ILMN_1360160	0.00151321204864075	1.76660516638409e-05	-6.48594165886251	3.21604688679186	-0.660147568155499	Brinp3	BMP/retinoic acid inducible neural specific 3
ILMN_1356831	0.00151321204864075	1.76966572286101e-05	-6.48485914349017	3.21433936320687	-0.448699149832379	Ifngr2	interferon gamma receptor 2
ILMN_1376406	0.00151321204864075	1.77461804611652e-05	6.48311168318514	3.21158260901027	0.32399940667645		
ILMN_1354371	0.00151321204864075	1.77625638606802e-05	6.48253471467409	3.21067229643598	0.72609785462283	Car12	carbonic anhydrase 12
ILMN_1649943	0.00154895137463466	1.82978928741889e-05	6.46398446837555	3.18137817254903	0.7922408669585	Cryba2	crystallin, beta A2
ILMN_1370259	0.00155678740518619	1.85068558822134e-05	-6.45689811774198	3.17017402190541	-0.428023127258799		
ILMN_1359857	0.00160704197093886	1.92244273159042e-05	-6.43319000352992	3.13263492460947	-0.470334423140897		
ILMN_1363888	0.00163005208190473	1.96215615092832e-05	-6.42046634999191	3.11245388387613	-0.316635524082717	Nudt6	nudix hydrolase 6
ILMN_1351453	0.00163172777680315	1.9808697173777e-05	6.41456446661933	3.10308467856025	0.434022255654304	Emx2	empty spiracles homeobox 2
ILMN_1371615	0.00163172777680315	1.98857291677693e-05	6.41215207101152	3.09925351776111	0.417291994810292	Cacnb4	calcium voltage-gated channel auxiliary subunit beta 4
ILMN_1352249	0.00164047711414348	2.01150091005257e-05	6.40502956993639	3.0879371008486	0.617628448361775	Fat3	FAT atypical cadherin 3
ILMN_1358531	0.00165405953387583	2.04397654828919e-05	6.39508608491718	3.07212596439903	0.505641897168712	Tubb6	tubulin, beta 6 class V
ILMN_1650663	0.00165405953387583	2.05288884204403e-05	-6.39238636930044	3.06783059847464	-0.299450038687798		
ILMN_1356448	0.00166385342928621	2.10962626302061e-05	6.37548362123853	3.04091285019382	1.32597728265482	Tgfb1	transforming growth factor, beta 1
ILMN_1372708	0.00166385342928621	2.11605135754528e-05	-6.37359974430107	3.03791012033849	-0.238500579524386	Mlst8	MTOR associated protein, LST8 homolog
ILMN_1364745	0.00166385342928621	2.12365009153745e-05	6.37137950627071	3.03437058092968	0.536111722087663	Slc9a3r1	SLC9A3 regulator 1
ILMN_1368870	0.00166385342928621	2.12431402055388e-05	-6.37118591344168	3.03406191721819	-0.433407817745231	Pex5l	peroxisomal biogenesis factor 5-like
ILMN_1363025	0.00166385342928621	2.12724438435845e-05	6.37033221883172	3.03270072284426	0.351701038440508	Tnik	TRAF2 and NCK interacting kinase
ILMN_1374954	0.00167271107835116	2.15107518113196e-05	6.36343529318279	3.02169975885927	0.697305081139898	Ap2b1	adaptor-related protein complex 2, beta 1 subunit
ILMN_1368078	0.00167506074702533	2.16662062979725e-05	-6.35897946074012	3.0145886915748	-0.285956987259402		
ILMN_1364280	0.00167593068079129	2.18027617538455e-05	6.35509301454433	3.00838388745603	0.306633588036558	Ubfd1	ubiquitin family domain containing 1
ILMN_1530347	0.00170335424115437	2.22868779216459e-05	6.34151834692009	2.98669390719592	0.574598515608098	Isyna1	inositol-3-phosphate synthase 1
ILMN_1362806	0.00171012687849954	2.25033518217509e-05	-6.33554849999012	2.97714640737713	-0.36697707056574	Txnrd3	thioredoxin reductase 3
ILMN_1360726	0.00171622662374967	2.27119336376592e-05	6.32985320373755	2.96803303163048	0.346470504059562	Chpf	chondroitin polymerizing factor
ILMN_1360001	0.00171663273418028	2.28456543315207e-05	6.32623086440927	2.96223419463825	0.36014608799929	Vkorc1l1	vitamin K epoxide reductase complex, subunit 1-like 1
ILMN_1366244	0.00179332819809037	2.40047896892445e-05	6.29573582691093	2.91333838754761	0.409906988086387		
ILMN_1365977	0.00179332819809037	2.41345103294405e-05	6.29241988595933	2.90801322780223	0.870286167410572	Itk	IL2-inducible T-cell kinase
ILMN_1361989	0.0017957494575853	2.44881763006189e-05	6.28347381552526	2.89363829754563	0.669876842784005		
ILMN_1349053	0.0017957494575853	2.45030475733153e-05	6.2831006268914	2.89303838228409	0.501929573631915		
ILMN_1376819	0.0017957494575853	2.45698804290176e-05	-6.28142642000099	2.89034677351839	-0.529914571746131		
ILMN_1355190	0.00181199506842299	2.49276330908284e-05	6.2725451855839	2.87606148430667	0.29797524277729	Stim2	stromal interaction molecule 2
ILMN_1366607	0.00182358378754693	2.52234019212098e-05	6.26530338135525	2.86440446629938	2.91541919568987	Trh	thyrotropin releasing hormone
ILMN_1376888	0.00183826751170732	2.55704749158304e-05	-6.25691848556128	2.85089764681137	-0.342378869426998	Tspyl4	TSPY-like 4
ILMN_1356628	0.00183826751170732	2.57013850234967e-05	-6.25378689860138	2.84585043297173	-0.47415232544145	Nfkbia	NFKB inhibitor alpha
ILMN_1372262	0.00184099943480689	2.58772257004632e-05	6.24960680286306	2.83911104343201	0.301454848701701	Sgsm3	small G protein signaling modulator 3
ILMN_1357942	0.00184942226571269	2.61844785238843e-05	-6.24237398793278	2.82744372123496	-0.232332584658003		
ILMN_1362329	0.00184942226571269	2.63565862037149e-05	6.23836143425852	2.82096766357688	0.37803921059289		
ILMN_1361493	0.00184942226571269	2.64184161392768e-05	-6.23692664388533	2.81865140125015	-0.593205707967478	Plekhf1	pleckstrin homology and FYVE domain containing 1
ILMN_1349123	0.00184942226571269	2.66774458786179e-05	6.23095390009901	2.80900596345365	0.277146113449936	Top1	topoisomerase (DNA) I
ILMN_1650908	0.00184942226571269	2.68373678020634e-05	6.22729677598402	2.80309741120428	0.472462455743681	Gpatch4	G patch domain containing 4
ILMN_1376651	0.00184942226571269	2.6932029253332e-05	-6.22514282393722	2.79961649134645	-0.37098660195171	Arhgef2	Rho/Rac guanine nucleotide exchange factor 2
ILMN_1368822	0.00184942226571269	2.69635395748766e-05	6.22442759566509	2.79846048496385	0.524241856258749	Dnajc3	DnaJ heat shock protein family (Hsp40) member C3
